id,loss
4,2272.018089786265
6,2955.9188061131154
9,3323.799032343746
12,3164.7859213221345
15,2269.507286518073
17,2281.0216591467392
21,3540.8398577746893
28,1855.2751222960187
32,2514.286486070938
43,2564.32951434411
46,3830.7511088106858
50,2697.911521171738
54,3810.3300040715158
62,3102.590798326038
70,4196.613264003568
71,3173.134961626545
75,2664.1574559139503
77,2420.245472558086
81,3957.8918020658875
83,2164.9644680461442
87,3174.3619801280065
97,2528.2035702815465
103,3485.123243200238
119,3250.2046017547736
120,4012.4254389625385
127,3377.2245105188385
138,2380.9466011630566
141,3707.289403379148
148,3010.83261552994
150,3233.414907244603
151,3278.044912528651
158,2828.1815034963283
160,3387.2509996503104
165,3259.298809464145
168,2084.8346451298275
169,3661.30148607352
177,3104.10262208552
178,2756.3082763756174
184,2698.539755511296
194,3568.0309359375606
198,2890.512285418353
203,2929.979399916263
211,3406.229092539397
217,3228.1876535583915
219,2488.6090427254
221,4120.109184637549
227,2937.286163826971
230,2320.6329487236762
235,4063.7127586653423
240,3307.0618088282063
243,3954.5287086147073
249,4027.482549607972
253,2439.2935440113424
258,2575.358042581661
261,2291.9949949812008
263,2545.863884611419
264,3325.2517989825656
265,2695.128743412316
268,3198.375557370357
271,2337.8287117200016
274,2792.232416473111
275,3393.4669139825155
279,4361.418050376525
282,2957.315934571665
286,2717.6275936509987
288,2227.4937678204587
294,3895.7829266296994
296,2898.8513860689764
297,2254.409246422443
300,2723.173217864445
303,3211.597285729579
314,1712.2194383481371
315,2609.607202267248
321,3130.3536730098604
323,2767.1265926345122
330,2112.8131647535292
341,2994.2188345720406
342,3868.055654879252
352,2770.278361865259
353,2872.270664933274
360,3518.678994730336
361,3051.7417201676053
362,3140.1531312703787
366,2894.338904909935
372,2318.3002413542936
376,2268.391917360755
377,2571.7787690544105
379,2552.762367714482
380,2627.8144989324815
387,2345.0073879305355
392,2040.0627540899154
394,3423.3106344994117
395,3668.844061092712
397,2361.3344892009254
407,4403.774237631363
411,4212.996677413779
416,3373.6952422011177
417,2469.16605668591
419,3288.93117880681
428,2659.318867269929
431,2971.977369476199
436,3711.6481716812605
438,3617.021257151635
445,3305.0948716889457
446,4793.131933406924
455,2797.383199353664
456,2210.93248818367
461,2798.3100601305537
463,2705.891673494693
464,2546.284844403488
466,2206.6657369702743
467,2784.7194306388774
470,3819.5247806158286
475,2854.7068237769327
482,4754.468182452806
490,2490.957127715681
496,4087.984339528649
497,2462.980959919777
508,3477.4692911123493
510,3695.650903829446
512,2100.1890686036973
513,4403.972817698546
523,3166.311102435168
531,3129.2543785388243
532,4574.403942845162
533,2323.236823897314
537,2940.5852860409423
544,3374.1731840703865
547,2833.1293459471444
556,3155.0205775330546
565,2479.7254636026146
566,2713.091757812395
571,1832.0748627651124
573,1220.3807669077148
574,3134.4821758863745
581,2567.593027708703
585,3323.789641711969
589,2848.024692230252
597,2491.321114472285
601,2635.634647353153
602,3533.3150429962807
613,4046.1009521238466
616,2810.431165128468
619,2205.2141707824976
622,2953.7315365026525
623,2192.652870511756
629,2736.3634592630688
634,2387.5507234818842
638,2493.280174030263
642,3170.0424655732786
643,3205.697423311335
645,2494.201189564868
648,3902.918713702209
