id,loss
4,1784.1668186726147
6,3499.7111589991127
9,6583.173570102245
12,5395.149251795133
15,1094.984750186054
17,2424.129843632481
21,2718.693690082374
28,1424.4494633493343
32,3016.259957520097
43,4049.013112494332
46,1929.9188495605836
50,767.624386487239
54,921.5237363699093
62,2584.5315472436596
70,2244.623619326716
71,4578.28997742069
75,783.7609737262064
77,4965.829403908065
81,1268.9389720785225
83,4538.350161174826
87,943.865593025087
97,5033.219813037936
103,2120.2462174366824
119,1191.8666522259512
120,1827.9744106176593
127,2421.058515366148
138,4570.586413969473
141,3787.8827745760527
148,825.4666130128708
150,1888.432910837655
151,3643.698502136424
158,3204.4613781811368
160,7208.236354894736
165,2882.342492329391
168,2668.2508950380843
169,3998.3528714557942
177,2340.190542574872
178,4516.760297517207
184,1310.7553544793802
194,6244.26926625514
198,3726.0589575865533
203,6031.974148345035
211,1943.2426204568872
217,1881.363609411695
219,1691.0469722763896
221,4037.2450815999987
227,4164.893366721303
230,2869.971594027693
235,838.3841194708107
240,2599.1174664574214
243,3205.390126427144
249,5894.09073249721
253,1780.8194048679538
258,1222.2474274019346
261,2440.5229124594803
263,3349.5230738375803
264,1613.0985673852813
265,5612.365113536292
268,2231.3297833203396
271,1479.3898724177325
274,6465.729133964984
275,690.4380895360946
279,1566.0160819516855
282,2009.99345908441
286,1799.4279003046504
288,1151.1293972803574
294,1066.0327153384253
296,980.4012281535033
297,2051.5987241152106
300,1225.1823196198081
303,8039.221231089399
314,1340.131945058879
315,6974.052182825989
321,2224.951476075399
323,5906.326613101757
330,5853.284803909945
341,2062.154289812933
342,4264.143766236464
352,1301.2896261754404
353,5785.680093711407
360,4669.510399349665
361,2071.4207209749375
362,4106.003138608976
366,1406.882994930043
372,3554.7471131135017
376,2790.1295856715683
377,3601.2013030358985
379,938.4745482980516
380,3664.5542687458055
387,1071.1058132083954
392,1621.0479573025393
394,6512.6780689245015
395,2762.7872492073557
397,3514.220955621967
407,5692.349475759864
411,6109.57007389822
416,1814.002344991457
417,1579.6347217137172
419,2849.136164519321
428,6967.943071831738
431,1890.0345171896624
436,5798.825534438831
438,2139.700794342366
445,6665.825356959047
446,5252.628287292017
455,-214.3836255059514
456,264.96429249704215
461,1199.638118572414
463,2460.2029992335492
464,5205.826580921519
466,3815.250324831075
467,2859.699284886947
470,887.5537264500308
475,1492.2919964021426
482,3739.943923683313
490,3518.684343356186
496,2763.2658389001676
497,7532.739052754223
508,4690.595437534859
510,2406.718387940826
512,5302.448777351354
513,3126.8096793024183
523,2531.1085034049133
531,5856.959079936449
532,2144.8671959409558
533,2890.466535196909
537,1649.8886829118405
544,5255.542259967785
547,3461.004619923836
556,9039.75019884414
565,1112.544582944569
566,580.3245021781167
571,498.88089393514656
573,2464.129952492521
574,506.3975632271686
581,2672.0154866389053
585,1558.7988041420695
589,4109.788460174936
597,1148.238501195295
601,2911.3154695510616
602,1518.1646939011534
613,2001.3677168918148
616,1687.9379298330373
