id,loss
4,1244.7002682197185
6,2468.4260424805107
9,9978.792150802028
12,5978.760782452891
15,296.17609717377536
17,2517.911888627111
21,3014.0707492839974
28,37.25152191823872
32,2435.1892171817876
43,3213.8285256715544
46,3520.328502218447
50,1099.1165722925648
54,1962.4982408507558
62,3137.4059333478326
70,3064.705534159979
71,5886.4252864903565
75,2091.9816262383592
77,2792.003935184938
81,3401.0532279993695
83,2629.355245033509
87,2127.766615242562
97,3356.9098246015355
103,2517.8067347680026
119,1588.153199726654
120,2003.1334709625016
127,2077.339881554054
138,3947.543177499621
141,3650.5246118181826
148,968.0203635279827
150,2668.266841749286
151,2280.905762030071
158,1788.4699148510485
160,7583.89615958634
165,3498.0677044370636
168,4093.2983855860066
169,4099.376122103703
177,3080.77946071512
178,4573.811047816134
184,1789.7700017032425
194,9171.100990583567
198,2190.1261121701145
203,5753.145625017967
211,2749.8483349261733
217,1260.3453716604017
219,727.451344318386
221,5076.9043095263805
227,2277.69784483929
230,816.3501224977108
235,2537.859252636362
240,1179.2484727067322
243,3786.275043762459
249,5868.84577946103
253,2888.444384724137
258,1048.5357078747925
261,1767.2195677709215
263,3680.109883162914
264,4409.069272608422
265,5912.927311799049
268,2265.9442636736676
271,1083.7102401609868
274,6375.57760766867
275,771.9848356186185
279,2880.812036100482
282,1979.1250550455316
286,2486.8861011386775
288,1224.7629325869975
294,3976.202753929129
296,653.8067044386403
297,1609.8123295714022
300,81.49924198083681
303,8946.530828677109
314,742.0272012321407
315,5135.020923716385
321,2859.5279191320387
323,5423.812946259697
330,5262.8413270995
341,1914.0967071159798
342,4902.633382533504
352,1984.02497282617
353,4484.150792759214
360,7709.890078304237
361,2177.7151787930347
362,4093.8316162817478
366,1321.422842807582
372,4251.040053938199
376,4083.227877132478
377,2810.0408222970705
379,1256.0175156275209
380,4769.192860770785
387,2133.329115677827
392,1312.929464673839
394,8957.376065820989
395,2543.0814318085836
397,1918.0560059056004
407,5053.958379997894
411,7341.974662508663
416,3719.6773339141523
417,2295.0538780054812
419,3599.329436691313
428,5615.775713322368
431,1860.9808460882941
436,9241.971202161352
438,2097.963650525183
445,6389.085744313277
446,6917.646029922491
455,1752.5503725609112
456,1018.2456993142312
461,730.5855737761653
463,1585.423200006755
464,4720.678522804468
466,2449.39090435188
467,3097.3131416861806
470,1707.8955932939496
475,1357.861764350191
482,4622.480624952023
